timestamp,turbine_id,normalized_power,lower,upper,wind_speed,temperature
2026-09-23T17:00:00+00:00,2,0.17920533633314553,0.14375786903837653,0.21465280362791453,5.46,18.9
2026-09-23T18:00:00+00:00,2,0.11025511028482889,0.07480764299005989,0.14570257757959787,4.67,17.3
2026-09-23T19:00:00+00:00,2,0.023955705653582363,0.0,0.05940317294835136,3.09,15.8
2026-09-23T20:00:00+00:00,2,0.0,0.0,0.0,2.25,15.0
2026-09-23T21:00:00+00:00,2,0.0,0.0,0.0,1.95,14.3
2026-09-23T22:00:00+00:00,2,0.0,0.0,0.0,1.17,13.9
2026-09-23T23:00:00+00:00,2,0.0,0.0,0.0,0.72,13.6
2026-09-24T00:00:00+00:00,2,0.0,0.0,0.0,0.45,13.3
2026-09-24T01:00:00+00:00,2,0.0,0.0,0.0,1.22,13.4
2026-09-24T02:00:00+00:00,2,0.017034872060954723,0.0,0.05248233935572372,2.65,16.9
2026-09-24T03:00:00+00:00,2,0.02975801548224992,0.0,0.06520548277701892,3.09,20.3
2026-09-24T04:00:00+00:00,2,0.07205723819742035,0.036609770902651356,0.10750470549218935,4.02,21.7
2026-09-24T05:00:00+00:00,2,0.12030138097576419,0.0848539136809952,0.1557488482705332,4.78,23.2
2026-09-24T06:00:00+00:00,2,0.1084028727387477,0.0729554054439787,0.1438503400335167,4.53,24.9
2026-09-24T07:00:00+00:00,2,0.03493037405927868,0.0,0.07037784135404768,2.92,26.1
2026-09-24T08:00:00+00:00,2,0.0,0.0,0.0,1.61,27.0
2026-09-24T09:00:00+00:00,2,0.02208625301245921,0.0,0.05753372030722821,2.5,27.8
2026-09-24T10:00:00+00:00,2,0.11282000998077192,0.07737254268600292,0.1482674772755409,4.52,28.0
2026-09-24T11:00:00+00:00,2,0.2839335414869918,0.2484860741922228,0.3193810087817608,6.46,27.2
2026-09-24T12:00:00+00:00,2,0.26049989446194927,0.22505242716718027,0.29594736175671826,6.19,25.7
2026-09-24T13:00:00+00:00,2,0.2705000075019068,0.23505254020713778,0.3059474747966758,6.32,23.3
2026-09-24T14:00:00+00:00,2,0.20565138186091994,0.17020391456615094,0.24109884915568894,5.74,21.6
2026-09-24T15:00:00+00:00,2,0.07130448656386075,0.03585701926909175,0.10675195385862975,3.96,20.3
2026-09-24T16:00:00+00:00,2,0.04774822147566278,0.012300754180893783,0.08319568877043178,3.58,19.6
2026-09-24T17:00:00+00:00,2,0.0961383627790439,0.06069089548427491,0.13158583007381291,4.37,19.6
2026-09-24T18:00:00+00:00,2,0.05643794199741202,0.020990474702643022,0.09188540929218102,3.64,18.8
2026-09-24T19:00:00+00:00,2,0.05010324565050255,0.014655778355733555,0.08555071294527156,3.61,18.1
2026-09-24T20:00:00+00:00,2,0.034661539663804856,0.0,0.07010900695857386,3.35,16.6
2026-09-24T21:00:00+00:00,2,0.09332532165538786,0.05787785436061886,0.12877278895015687,4.53,16.3
2026-09-24T22:00:00+00:00,2,0.12268895131002278,0.08724148401525378,0.15813641860479177,4.91,15.3
2026-09-24T23:00:00+00:00,2,0.16059622900666157,0.12514876171189257,0.19604369630143056,5.42,14.1
2026-09-25T00:00:00+00:00,2,0.22216867475830074,0.18672120746353174,0.2576161420530697,6.02,13.9
2026-09-25T01:00:00+00:00,2,0.308261276323256,0.272813809028487,0.343708743618025,6.71,14.6
2026-09-25T02:00:00+00:00,2,0.308261276323256,0.272813809028487,0.343708743618025,6.77,15.7
2026-09-25T03:00:00+00:00,2,0.17757084629637335,0.14212337900160435,0.21301831359114234,5.52,16.3
2026-09-25T04:00:00+00:00,2,0.16933379667523404,0.13388632938046505,0.20478126397000304,5.33,17.1
2026-09-25T05:00:00+00:00,2,0.11647840164799272,0.08103093435322373,0.15192586894276172,4.76,18.8
2026-09-25T06:00:00+00:00,2,0.1153467957631947,0.0798993284684257,0.1507942630579637,4.62,20.8
2026-09-25T07:00:00+00:00,2,0.12796547652318038,0.09251800922841139,0.16341294381794938,4.9,22.9
2026-09-25T08:00:00+00:00,2,0.1311991290361654,0.0957516617413964,0.1666465963309344,4.91,24.5
2026-09-25T09:00:00+00:00,2,0.12219056783585297,0.08674310054108397,0.15763803513062197,4.66,25.2
2026-09-25T10:00:00+00:00,2,0.13874523905216538,0.10329777175739638,0.17419270634693437,5.0,25.1
2026-09-25T11:00:00+00:00,2,0.2072044379725523,0.1717569706777833,0.2426519052673213,5.7,24.3
2026-09-25T12:00:00+00:00,2,0.20181890021920842,0.16637143292443943,0.23726636751397742,5.65,23.1
